,tweets
620,"""“The Trump campaign announced that it [is] suspending his events and those of his family members, halting the crowded rallies that energized the president and his supporters.”\n\n#VoteHimOut \n\nhttps://t.co/ei3aqrjRgc"""
621,"""So, message received. Buckle up Americans, we are in a fight for our Democracy. This is not a drill! #Debate2020 #Trumpisracist #WhiteSupremacists"""
622,"""You can throw whatever shade you want for my vote, but I want whoever is elected to consider we are not all the same but deserve the same opportunities and access. 🌸👊🏼 \nPlan for Full Participation and Equality for People with Disabilities | Joe Biden  https://t.co/d2QMazLN1i"""
623,"""@thehill “Stand by”??? This white supremacist is literally holding “his troops” back and claiming them as his own!!! Of course he won’t denounce them because he doesn’t want to lose the white supremacist vote! #Trumpisracist #Debates2020"""
624,"""If you believe this @SenatorRomney I have a plot of swampland I like to sell you #VoteHimOut #LincolnProject"""
625,"""Wait a minute. @realDonaldTrump I thought coronavirus was a hoax? Since those are your words, why are you going to Walter Reed when you could just take a shot of Clorox and be right as rain? #DumpTrump2020 #VoteHimOut"""
626,"""BREAKING: WH official says masks will continue to not be mandatory at the WH, even after Trump tested positive. Saying it’s a “personal choice.” They won’t even try to protect themselves, they definitely can’t protect us. We need new leadership. Vote for Biden-Harris."""
627,"""Trump boarded AF1 for three straight days before testing Covid+. Other passengers included Hope Hicks, who fell ill on one trip, plus:\n*41 WH aides &amp; family\n*9 campaign staffers, GOP officials &amp; political advisers\n*5 members of Congress\nFull manifest here: https://t.co/itaBboBgmX"""
628,"""Well, I’m back.  💁‍♀️  My last account was permanently suspended for being too mean to @realDonaldTrump.  #VoteHimOut #TrumpHasCovid"""
629,"""@realDonaldTrump Those White supremacists that you support are responsible for more terrorist activities and more deaths than Antifa. Remember the horrific Oklahoma bombing? You can thank a white supremacist group.\n\n#TrumpIsTooDumbToServe\n#TrumpIsRacist"""
630,"""11 years ago, Sully was called for his moment. Now, we are all called to this moment. \n\nJoin Sully in regaining control of this nation's destiny by voting Donald Trump out.\n\nIn partnership with @votevets. https://t.co/r9wQiAdjRO"""
631,"""@realDonaldTrump Interesting. Did those special drugs help you decide this? OR is this decision coming from the fact that you're trying to get our votes and think we are so stupid to believe you. Your actions have clearly shown that you don't give a damn about any of us. #VoteHimOut #TrumpLies"""
632,"""It is crucial now, more than ever before, that we raise our voices in the midst of this national crisis. We need justice. We need leadership. We need a fresh start."""
633,"""@washingtonpost The word “right” in a sentence about trump’s performance last night is wrong. \n\nTrump didn’t denounce white supremacy on live national television.  Trump is unfit for office. Period #TrumpIsRacist #WeAreBetterThanThis #Vote https://t.co/5PvcCqIWN8"""
634,"""They hid the result. They knowingly endangered others."""
635,"""Topical tRump supporter!!!"""
636,"""#TrumpIsRacist\nVote #BidenHarris2020 to end the nightmare #TrumpOut https://t.co/J0H9kZyGfs"""
637,"""Chris Wallace asking Trump to condemn white supremacists was phenomenal."""
638,"""You forgot #TrumpIsBroke, #trumpisracist, etc."""
639,"""A lie or not, do you feel any sympathy for Trump?"""
640,"""Racial insensitivity is radical. Huh... #Racist #TrumpIsRacist #Debates2020"""
641,"""Received our ballots 🗳 today here in Georgia! I'm planning on completing them &amp; turn into the #VOTE registrars office in person. Thank you @staceyabrams for helping to get GA to have a paper trail! #PlanYourVote people &amp; have 2 backup plans! #VoteHimOut #VoteBlueToSaveAmerica https://t.co/j0h0uoclbY"""
642,"""I called in an exterminator for a roach infestation but the guy came in and just told the roaches to stand by... #Debate2020 #Trumpisracist"""
643,"""Urging his voters to intimidate voters. Holy shit."""
644,"""Soooo right @votevets!!!\n*WE PAYING FOR DTs' top   \n  care at TOP HOSPITAL \n  with OUR tax $.\n*DT pays $0 as POTUS\n*Taxes DT (allegedly) paid \n   $750.00 (2x's in 15yrs)\n#TrumpLied210KAmericansdied ALONE.\n#DumpTrump \n#VoteHimOut \n#VoteBlueToEndThisNightmare  \n#BidenHarris2020"""
645,"""@RandPaul this one is for you‼️☺️ ✈️ #ReliefNow #ExtendPSP @KelleyAshbyPaul #VoteHimOut https://t.co/egYeiA5dJe"""
646,"""Coronavirus won’t change until we change presidents."""
647,"""Watch him disparage Americans yet again! \n\n#Trumpisracist #TrumpMeltdown #VoteHimOut"""
648,"""Who'd-a thunk it...\n\n#Trumpisracist"""
649,"""NEW VIDEO: Donald Trump has done more to stoke racial and ethnic tensions and violence in America than any President in modern history.  His reckless, racist language has real world consequences and has made this country a more dangerous place. #RacistTrump https://t.co/rm1cRNyPrT"""
650,"""What was that I  just heard? Oh ya a dog whistle mobilizing militants to the polls for mass efforts at voter intimidation and suppression #PresidentialDebate #Trumpisracist"""
651,"""bullshitting donald has contracted covid-19. bullshit!\n#VoteHimOut #VoteHimOut2020 https://t.co/ZldHoo9u1D"""
652,"""Trump is losing the s*** out of this debate. #TrumpIsRacist #PresidentialDebate2020 #Debate2020"""
653,"""Holy shit"""
654,"""Well said! @kurteichenwald \n😷\n#VoteHimOut \n#DumpTrump"""
655,"""President Trump’s Promise to Black America 🇺🇸 https://t.co/IvK09l9iom"""
656,"""If you don’t know, now you know #45lies Rise up #VoteHimOut  https://t.co/AJgPt9soK6"""
657,"""@realDonaldTrump thinks his supporters will eat up any shit he serves up and he serves up a lots of 💩💩💩. Worked for him in 2016 but hopefully not in 2016! #VoteHimOut"""
658,"""Y’all saw that racist, white supremacist, ass refuse to ask white supremacists to stand down right?\n#TrumpIsRacist"""
659,"""This is getting less and less funny by the day. We are working on a cartoon to compliment this, on billboards in PA now and coming soon to FL!!\n#LaughCryVote #ProudBoys #VoteHimOut https://t.co/E8ARBZIFtk"""
660,"""Donald and Melania, Mike Lee, Hope Hicks and Ronna McDaniel all contracted coronavirus at an event celebrating the nomination of a SCOTUS justice who would strike down the only law protecting 20 million Americans’ health coverage during the very pandemic they fell victim to."""
661,"""@CNN How can he choose not to quarantine,  he should not be allowed in any government buildings.  What the heck is going on here. Could he be one of tRUMPS puppeteer ‼🤔💸🆘️🇺🇸#votehimout #prison2020 #fakepresident"""
662,"""Is it possible that President @realDonaldTrump &amp; his team was targeted for #COVID19?"""
663,"""The first day of in-person voting starts in 48 hours! All counties will mail out ballots by October 5, and you can return your ballot as soon as you receive it! 🗳️\n\nMake a plan to vote early. #VoteSafeCA #VoteCA\n\n📲 https://t.co/JpQgCBCVJn https://t.co/41smxwAQAc"""
664,"""I think Trump (if he survives) may use his health as reason to resign. He would avoid the humiliation of losing to Biden and Pence could pardon him. What do you think?"""
665,"""The President just refused to condemn white supremacy\n\nNot sure how the pundits score that one!"""
666,"""JUST IN: President Obama says he extends best wishes to President Trump and the first lady: \"""
667,"""\"""
668,"""Let me tell you, I was in the United States Army, it was full of white supremacy! The failure to condemn any and all white supremacy by the so called president shows you point blank what side he is on! #VoteHimOut #VOTE #Trumpisracist"""
669,"""Biden Leads Trump 49%-47%; New John Zogby Strategies/EMI Research Solutions Poll Taken After President Checks Into Walter Reed – John Zogby Strategies https://t.co/dyJE9vEeno"""
670,"""Living in this country now feels like a game of #AmongUs and I am telling you all - ORANGE SUS! #VoteHimOut https://t.co/VcRtneeSLF"""
671,"""Did Trump condemn white supremacy? Nope! #Trumpisracist #debates  #Debate2020"""
672,"""Re-upping this again because of the great words “his lethal lies and incompetence” ring more true tonight than they did on Tuesday. #VoteHimOut"""
673,"""#VoteHimOut \n\nCON MAN DOING WHAT A CON MAN DOES! https://t.co/0EbMNAoSDV"""
674,"""Trump asked the #proudboys to stand down, but also asked them to stand by.  That’s not a denouncing.\n#TrumpIsRacist"""
675,"""@BetteMidler Don the con Trumpeter is trying to get the sympathy vote here.He’s fine he’s just resting up to attack the far left radicals and some how this will be someone else’s fault. He takes no responsibility for his actions. I seriously call Bullshit. #VOTEHIMOUT for the love of humanity"""
676,"""Who else noticed that trump absolutely refused to condemn white supremacy, when given the opportunity?\n\n ...To be honest, I would have been very surprised if he had, but it didn't escape my notice.\n\n#TrumpIsRacist"""
677,"""But it could all be a sick joke and political ploy by Donald.  Then in 2 weeks he can say he was totally cured.  Knowing he has not negative publicity because “he was sick”. @JoeBiden #VoteHimOut  #TrumpVirus"""
678,"""Wow. Trump is a full on racist.  Wow. #PresidentialDebate2020 #TrumpMeltdown #TrumpIsRacist"""
679,"""@realDonaldTrump President Trump has done more for black Americans than Biden and Obama ever did."""
680,"""#FL01\n\nIf tRump is successful in court striking down the ACA\n\n47,000 of Matt Gaetz’ constituents will lose their healthcare!\n\nThis while a pandemic is raging, with no plan to replace.\n\n#VoteHimOut \n\n#DemCastFL https://t.co/0eAoATiEyI"""
681,"""He's in the hospital because of his own actions! Never forget how he's destroying America! \n#TrumpLiedPeopleDied \n#TrumpCovid \n#SuperSpreader \n#VoteHimOut \n#VoteBidenHarris2020 \n#VoteBlueToEndThisNightmare"""
682,"""I hope Stephen Miller is the next White House official to contract Covid-19. Does that make me a bad person?"""
683,"""This white supremacist thinks Somali refugees are worthless, this is why he cannot accept that a district that is 2/3 white can elect a Somali refugee. \n\nLet this sink in: not only are refugees welcome in Minnesota, but 78% of my district sent this refugee to Congress."""
684,"""@realDonaldTrump How does it feel to come out of the debate looking like an unhinged racist maniac #trumpisracist"""
685,"""It couldn't be the fact that Trump is so far right, that even Fox News has to step back and say whoa! #VoteHimOut2020 #TrumpIsRacist https://t.co/3wSWlsi11A"""
686,"""Anyone thinking they should win a suit against Trump University should have known what they willingly buying.  The motto says it all.  And you should have questioned why Trump was turning orange #TrumpIsRacist #TrumpIsBroke"""
687,"""the latest news is not going to deter me from doing my civic duty in November. #votehimout #BidenHarris2020"""
688,"""@SenTedCruz Just stop lying. Please. We are so tired of ALL of you!!! #VoteBlueToSaveAmerica #VoteHimOut"""
689,"""Did I just her Trump tell the Proud Boys to stand down and standby? #Trumpisracist #thisistrumpsamerica"""
690,"""This this this FUCKING THIS!!!! He did not call out the Proud Boys! #Trumpisracist #PresidentialDebate2020 #PresidentialDebate"""
691,"""The West Wing should be emptied and sanitized."""
692,"""He can’t do it, he can’t condemn white supremacists #Debate2020 #Trumpisracist"""
693,"""I'm horror stricken, yet unsurprised. \n#VoteHimOut #Trumpisracist"""
694,"""@realDonaldTrump @jdawsey1 Hope you get well soon, moron. #VoteHimOut https://t.co/TGVCttwkBk"""
695,"""I like this one. #VoteHimOut"""
696,"""@ShimonPro I hope Biden gives him time to get out of the hospital and then rail the living shit out of this. This is not a person who can keep his staff or himself safe let alone the country. How much more proof do we need. #VoteHimOut"""
697,"""@axios He's telling his boys to stand by... f'n white supremacist. #TrumpIsRacist #Debates2020"""
698,"""Pelosi: Trump’s behavior was a ‘brazen invitation’ for coronavirus infection https://t.co/NgxsFw3R7V"""
699,"""@ddale8 Trump's campaign just sent this out... #VoteHimOut  #Biden2020 https://t.co/Ztz5nfx8M0"""
700,"""Proudly voted. Handed my ballot to my trusted mail-lady of 10+ years. #VoteBidenHarris2020 #VOTE #VoteHimOut https://t.co/QfV6AWhjtH"""
701,"""@GOPLeader It is what it is.\n\n#VoteHimOut \n#Karma https://t.co/g3RbKnbayj"""
702,"""In #TrumpsAmerica it is radical to teach that racism is present in our country. Trump believes that anti-racism is anti-American \n#2020debate #trumpisracist"""
703,"""Here’s Trump’s public schedule for tomorrow at Walter Reed. https://t.co/ZzsIOcupJ7"""
704,"""This is terrifying. \n\n#VoteHimOut #BidenHarris2020 #Trumpisracist"""
705,"""He said “stand-by” #Trumpisracist"""
706,"""Trump was a TOTAL embarrassment to our country last night in that debate! He is a RACIST and does NOT care about the American people!! Anyone who supports this kind of rhetoric and DISRESPECT is NOT American!#VoteTrumpOut #BidenHarrisLandslide2020 #Trumpisracist https://t.co/4UZSBKpFI6"""
707,"""A DECENT way to \"""
708,"""@nytimes What I heard.  Trump did not denounce white supremacy on live national television. Whatever else was said is irrelevant.  Trump is unfit for office #TrumpIsRacist \n\nAnd if you’re not denouncing trump’s behavior, you’re a racist too.\n\n#WeAreBetterThanThis #VoteBlue https://t.co/N53vgimpYo"""
709,"""@MSNBC Joe Biden tells the truth.\n\n#Trumpisracist"""
710,"""Trump couldn't even call out White Supremacy and the Proud Boys.\n#TrumpIsRacist \n#FactsMatter"""
711,"""@midwestmomts He was. \n#WearAMask \n#MaskUpAmerica  \n#CovidCaughtTrump #VoteHimOut \n#ImpeachBarr\n #VOTE #Biden2020 https://t.co/eDvhSWLBcC"""
712,"""Don’t get distracted. #VoteHimOut"""
713,"""@realDonaldTrump @Defeat_Trump2 The criminal lunatic didn’t write this himself. But here’s a reminder anyway: trump is an aśšhole and he got a lot of people sick.\n#VoteHimOut https://t.co/ByDM4YFXqf"""
714,"""Violent Trump supporter at a rally in Texas assaults a peaceful counter-protester https://t.co/s950Q3kgTj"""
715,"""Breaking: Trump's campaign manager has tested positive for Covid-19. https://t.co/HPReFh8t2G"""
716,"""@dupichi @MegaRacismHater @realDonaldTrump @FLOTUS Wow. You have the EXACT same tweet as several others. Your emotions are as deep as your IQ is small. #TrumpIsRacist"""
717,"""Should the election be delayed by two weeks to allow @realDonaldTrump more time to campaign?"""
718,"""They're saying that trump received supplemental oxygen on Friday, but they are all liars so who even knows what to believe from these chronic liars anymore?"""
719,"""Trump: Day 1,351 (THREAD)\n-7,549,323 Cases of COVID-19 in US\n-US CV19 Death Toll Rises to 213,524\n-Trump Tests Positive for Coronavirus\n-Russia Says \"""
720,"""@MikeDelMoro He accepts no responsibility at all.... #ThoughtsAndPrayers #VoteHimOut #TrumpHasCovid #TrumpVirus https://t.co/1J8O6I12mM"""
721,"""Donald Donald Donald\n\nYou know you're screwed right? Cash only, right? https://t.co/IDFOylmjRX"""
722,"""Just refuses to denounce it. #TrumpIsRacist 😡"""
723,"""#Trump #PresidentialDebate #Trumpisracist #Debate2020 #debate\nThe uncensored version. https://t.co/23FkrjGYkD"""
724,"""@axios The Proud Boys very clearly got Trump's message at the debate and have acknowledged they are \"""
725,"""@tonyposnanski I can't even joke about it, Tony. \nAt this point I'm tired of the constant lies, mess &amp; corruption- I'm ready to move forward. \nOne month from today we can collectively #VoteHimOut #VOTE"""
726,"""Sen. Tim Scott said he believes Trump \"""
727,"""The caption sent me 😂\n\n#Trump #TrumpMeltdown #VoteHimOut https://t.co/M2G1BRFn7J"""
728,"""This is not American!  #vote2020 #trumpisracist https://t.co/BuhYAFcM8t"""
729,"""Here's what New York Times Opinion writers thought of last night's presidential debate – and who they thought won. https://t.co/sFmrZ8Ixho"""
730,"""Guess what @GOP?  The #trumpvirus counts as a pre-existing condition.  #VoteHimOut"""
731,"""Trump is talking about redlining minorities right now. \n#TrumpIsRacist"""
732,"""The media won’t Fact Check @JoeBiden’s lies. \n\nHis website says he supports the Green New Deal. @realDonaldTrump is right. https://t.co/tFkop9FiXU"""
733,"""@LindseyGrahamSC LadyG Card carrying member of the Proud Boys #VoteHimOut https://t.co/fyoY0B34U2"""
734,"""He didn’t condemn white supremacists."""
735,"""You are a warrior and will beat this.\n\nI love you dad. ❤️"""
736,"""@thomaskaine5 Whether it's God that\ntakes him out, or our\n#VOTE; Whether he's\nremoved from the WH in a\nBody Bag or in Handcuffs,\none thing is for certain, that MotherFucker has\ngot to go!\n\n#TrumpVirus\n#TrumpHasCovid\n#TrumpHasCorona\n#TrumpCovid19\n#VoteHimOut\n#ImpeachTrumpAgain\nEVEN Posthumously https://t.co/ue5EPGspuN"""
737,"""@therecount Thats because Trump thinks he did well, there fore his childish need for kudos didnt have to be sucked out of his wife. Trump actually did badly, very badly. #Trumpisracist"""
738,"""https://t.co/B4H105KVSs"""
739,"""The Trump WH is as incompetent at communication as they’ve been with the #coronavirus.\n\nVOTE HIM OUT.🤬\n\n#TrumpVirus #TyphoidTrump #TrumpCovid #COVID19 #VoteHimOut #Vote https://t.co/LlOMKR7Gt9"""
740,"""#VoteHimOut \n\nResistance Brothers &amp; Sisters, do not take your foot off the gas! https://t.co/V13EzTUmdd"""
741,"""So weird to watch @FoxNews interviewing only failed Dems, like Represenative Tim Ryan of Ohio, who got zero percent in his recent presidential run, and following Sleepy Joe’s train to wherever. What a difference from the past - But we will win anyway!!!"""
742,"""Make no mistake, if the Democrats win in November they will immediately end the filibuster &amp; pack the Supreme Court to fulfill the far Left’s radical agenda. https://t.co/qxJIZVX1Qd"""
743,"""Stand back and stand by— is that a call to arms?? That was not a condemnation of anything."""
744,"""@thehill “Stand by”??? This white supremacist is literally holding “his troops” back and claiming them as his own!!! #Trumpisracist       #Debates2020"""
745,"""OUR GREAT USA WANTS &amp; NEEDS STIMULUS. WORK TOGETHER AND GET IT DONE. Thank you!"""
746,"""@marklevinshow Apparently you fell asleep. Are you daft? @marklevinshow Meanwhile, Trump didn’t denounce white supremacy.  It’s safe to conclude Trump is a racist.   That’s not ok. And if you’re not denouncing trump, it’s a safe bet that you’re racist too. Period. \n\n#TrumpIsRacist #VoteBlue"""
747,"""The two heads of Trump's political apparatus have now contracted the coronavirus: Trump's campaign manager Bill Stepien and RNC Chairwoman Ronna McDaniel."""
748,"""#Debates2020 so being taught that slavery is bad, using racial epithets are bad and denying earned opportunities because their skin is darker than yours is antithetical to American ideals? YOU ARE WHAT IS WRONG WITH THUS COUNTRY IN 1 RANCID MEATSUIT DONALD!!!#TrumpIsRacist"""
749,"""Look what came in the mail today!!  More excited for this than my birthday or Christmas!!  #vote #votehimout #votebymail #election2020 #stopthespread  #wearadamnmask #dailyreminder https://t.co/mbGcfqu9cy"""
750,"""President Donald Trump on Tuesday didn’t condemn white supremacist groups and their role in violence in some American cities this summer, branding it solely a “left-wing” problem and telling one far-right extremist group to “stand back and stand by.”\n https://t.co/qzWLz5m2ad"""
751,"""Trump looked into the camera and said “Stand back and stand by,” which was not a condemnation. “But somebody’s got to do something,” Trump said. #Trumpisracist #ProudBoysStandby  https://t.co/Mg5XMDqLx5"""
752,"""@DaisyFried @IlhanMN I'm fine with it too.  \nWe need to #VoteHimOut,  But whether its for health reasons or losing the election, when he leaves office his destruction of our democracy STOPS.  \nThe racism, the stupidity, the fealty to Putin....\nAnd I'm not forgiving anyone who enabled him either. https://t.co/8X4U29ZbEB"""
753,"""Happy Mean Girls Day! #VoteHimOut https://t.co/P6HTiXOhsT"""
754,"""Proud Boys celebrate online after Trump's debate \"""
755,"""Joe Biden could not name a single Law Enforcement group that supports his candidacy!"""
756,"""@realDonaldTrump You REFUSED to denounce the white supremacists. And you’re broke. #TrumpIsBrokeAF #Trumpisracist"""
757,"""I wonder.  Does honesty include forgetting to tell your wife you paid hush money to a pornstar after you banged her??? Wow I bet Donald ran home to tell you.   #VoteHimOut #VOTE"""
758,"""@Jim_Jordan ... and a loser.\n\n\"""
759,"""@realDonaldTrump @SenDanSullivan @repdonyoung Trump: Hello, Canada! Welcome, my white friends. Also Trump: Hey, Messico! No enter here! #TrumpIsRacist #TrumpTrainwreck https://t.co/68A9g6vQ7Q"""
760,"""@Jim_Jordan You're a dope! #VoteHimOut"""
761,"""You know how I know Trump didn't write this? He said, \"""
762,"""Melania Trump: \"""
763,"""@MSNBC “Stand by”??? This white supremacist is literally holding “his troops” back and claiming them as his own!!! Of course he won’t denounce them because he doesn’t want to lose the white supremacist vote! #Trumpisracist #Debates2020"""
764,"""@LeahMesser Never been for Trump. And after that debate idk how anyone else would vote for him either. #TrumpIsRacist"""
765,"""@FordJohnathan5 @HunterJCullen I pray he experiences the full Covid 19 symptoms. May it teach him a lesson or two.   \nHe plays stupid games \nmay he win stupid prizes."""
766,"""This shit is EPIC! \n#VoteHimOut #POTUS https://t.co/fYgycOljow"""
767,"""@IlhanMN I'm just wishing that he's terrified and wondering the extent to which he's having trouble breathing, and how much his dementia is worsening and enjoying all these thoughts."""
768,"""And he dog whistles the Proud Boys #trumpisracist #dumptrump #bide"""
769,"""@realDonaldTrump No love for you. #VoteHimOut #VOTE"""
770,"""@ananavarro Trump and his sycophants strutted around like peacocks not wearing masks and making fun of those who wore masks for 8 months.  Trump created a reckless and irresponsible culture which caused the deaths of 210,000+ Americans.  Shame on all of them.  #VoteHimOut"""
771,"""Good! Amy Coney Barrett has already been nominated by the White House. There's no reason at all to delay her eventual appointment to the Supreme Court! #FillTheSeat https://t.co/aOFyLHa4Vj"""
772,"""@kylegriffin1 They had to have at least suspected it before the debate, so refused testing. Definitely by the time he went to the Minnesota fundraiser.\n\nHow many of them knew? How many people did they knowingly expose?\n\nFuck them all.\n\n#VoteHimOut"""
773,""".@VanJones68 summarized the debate perfectly. https://t.co/9qaGVeGNqe"""
774,"""NEW: Dr. Sean Conley said “this morning, the president is doing very well.\"""
775,"""OHHHHHHJ\n\nSo NOW you care....\n\nCould it be because Mr. Untouchable finally got touched?\n\n#VoteHimOut #DumpTrump #CovidCaughtTrump  https://t.co/LbBsKmtmQe"""
776,"""This is a good time to remind everyone that Trump is currently being taken care of by socialized medicine. In fact, the entire military is funded by taxpayers, including hospitals."""
777,"""Top story: @axios: 'Chris Wallace: \"""
778,"""Why has Donald Trump refused, for many years, to denounce white supremacists? Why does he not want to denounce white supremacists?"""
779,"""200k die of COVID\nTrump: \"""
780,"""@realDonaldTrump By the way, did you denounce white supremacists yet?\n\nOf course not.\n\n#TrumpisRacist\n#RESIGNNOW \n#TrumpsLegacy210kDead https://t.co/qZ46V4f1hb"""
781,"""@Frankvdb1971 Not a shred of sympathy. #TrumpKnew how serious the virus was, but he downplayed it. Trump's gross mismanagement of this crisis has led to over 200,000 deaths. For the next two weeks, Trump will be watching Fox News and rage tweeting. #VoteHimOut"""
782,"""Anyone who supports Trump is a white supremacist. No hiding it anymore. #Debates2020 #TrumpIsRacist"""
783,"""Trump just said racial sensitivity training is “sick” and teaches people to hate our country.\n#Trumpisracist"""
784,"""Retweet if you’re ready to end this and vote for Joe Biden."""
785,"""@nytimes I don’t care.  What I do care about is that trump didn’t denounce white supremacy on live national television.  That’s not ok.  Trump is a racist &amp; therefore is unfit for office. Everything else is hyperbole.  #TrumpIsRacist \n\nAnyone not condemning trump for this, is racist too https://t.co/AclCQavA3W"""
786,"""So there's an October surprise! #VoteHimOut #MelaniaTapes"""
787,"""\"""
788,"""Biden says president has made U.S. more divided as Trump interrupts and slings insults https://t.co/K9y2nB2hzw"""
789,"""#VoteHimOut for a #BidenHarris2020Landslide\n\nAnalysis worth reading:\n\n\"""
790,"""@Flyiing4ever #TreasonousTrump  is going to get OBLITERATED in the election. And then the real fun begins. The military will drag him out by his fat, lardy neck. And then God will get his turn. Jesus HATES Trump and all of you that voted for him. #JesusHatesTrump ##TrumpIsScum #TrumpIsRacist https://t.co/oLoJ6a0N6E"""
791,"""Now yo ass wanna wear a mask since u and yo bum ass wife got covid. I hope he dies since he wanna say the virus is fake #VoteHimOut #DumpTrump #TrumpIsANationalDisgrace https://t.co/D7gU4umYKy"""
792,"""Two newsflashes: #TrumpIsRacist #TrumpIsBroke"""
793,"""@enjamch @erikhalvorsen18 @neeratanden Me too\n#VoteHimOut https://t.co/IgzUSPcGak"""
794,"""😂😂😂\nWhy the fuck should Biden be punished for Trump’s refusal to take covid seriously? It’s not like this outcome was out of Trump’s control. #TrumpCovid #WearADamnMask"""
795,"""As the moderator of tonight's debate, Chris Wallace of Fox News repeatedly struggled to keep the proceedings coherent, reduced at times to pleading with the president to pause and allow his opponent to speak.\nhttps://t.co/RL8x6hqtkO https://t.co/OkW7eyZcvf"""
